0.0,0.0,999,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6,0.0,275.0,335.0,30.0,0,999,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.0,1.0,315.0,335.0,999.0,0,999,0,0,0,0,0,0.0,0,0,0,0,2.0,13.0,4.5,30.0,1.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,230.0,180.0,999.0,0,999,0,0,0,0,0,0.0,0,0,0,0,2.0,9.5,4.5,30.0,1.0,0.0
0.0,0.0,999,180.0,0.0,0,999,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,180.0,0.0,0,999,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0
1.0,1.0,310.0,335.0,999.0,0,999.0,0,0,0,0,0.0,0,0,0,0,0.0,2.0,13.0,4.5,30.0,1.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,335.0,0.0,0,999,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
0,0,999,0,999,0,999,0.0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0.0,0.0
