0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.01,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,0.0,35.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.1,0.0,205.0,-1,0.0,150.0,295.0,305.0,70.0,140.0,182.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,205.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1.0,205.0,205.0,999.0,0,999,0,0,0,0,0,0.0,90.0,0,0,0,1.0,13.3,5.3,30.0,1.0,0.0
0.0,0.0,999,205.0,0.0,0,999,0,0,0,0,0,0,90.0,3,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,205.0,0.0,0,999,0,0,0,0,0,0,90.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,205.0,0.0,0,999,0,0,0,0,0,0,90.0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,999,205.0,0.0,0,999,0,0,0,0,0,0,90.0,1,0,0,0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.01,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.0,0.0,180.0,-1,0.0,310.0,300.0,290.0,90.0,60.0,58.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,999.0,0.0,999.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
